name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
Applying product management to internal platforms ,Adopt,Techniques,FALSE,TRUE,FALSE,
Infrastructure as code ,Adopt,Techniques,FALSE,FALSE,FALSE,
Micro frontends ,Adopt,Techniques,FALSE,FALSE,FALSE,
Pipelines as code ,Adopt,Techniques,FALSE,FALSE,FALSE,
Pragmatic remote pairing ,Adopt,Techniques,TRUE,FALSE,FALSE,
Simplest possible feature toggle ,Adopt,Techniques,TRUE,FALSE,FALSE,
Continuous delivery for machine learning (CD4ML),Trial,Techniques,FALSE,FALSE,FALSE,
Ethical bias testing,Trial,Techniques,FALSE,TRUE,FALSE,
GraphQL for server-side resource aggregation,Trial,Techniques,FALSE,TRUE,FALSE,
Micro frontends for mobile ,Trial,Techniques,TRUE,FALSE,FALSE,
Platform engineering product teams,Trial,Techniques,FALSE,TRUE,FALSE,
Security policy as code,Trial,Techniques,FALSE,FALSE,FALSE,
Semi-supervised learning loops,Trial,Techniques,FALSE,TRUE,FALSE,
Transfer learning for NLP ,Trial,Techniques,FALSE,TRUE,FALSE,
Use “remote native” processes and approaches ,Trial,Techniques,TRUE,FALSE,FALSE,
Zero trust architecture (ZTA),Trial,Techniques,TRUE,FALSE,FALSE,
Data mesh,Assess,Techniques,FALSE,FALSE,FALSE,
Decentralized identity ,Assess,Techniques,TRUE,FALSE,FALSE,
Declarative data pipeline definition,Assess,Techniques,TRUE,FALSE,FALSE,
DeepWalk,Assess,Techniques,TRUE,FALSE,FALSE,
Managing stateful systems via container orchestration,Assess,Techniques,TRUE,FALSE,FALSE,
Preflight builds,Assess,Techniques,TRUE,FALSE,FALSE,
Cloud lift and shift,Hold,Techniques,FALSE,FALSE,FALSE,
Legacy migration feature parity,Hold,Techniques,FALSE,FALSE,FALSE,
Log aggregation for business analytics,Hold,Techniques,TRUE,FALSE,FALSE,
Long-lived branches with Gitflow,Hold,Techniques,FALSE,FALSE,FALSE,
Snapshot testing only ,Hold,Techniques,TRUE,FALSE,FALSE,
.NET Core,Adopt,Platforms,FALSE,FALSE,FALSE,
Istio,Adopt,Platforms,FALSE,TRUE,FALSE,
Anka,Trial,Platforms,FALSE,TRUE,FALSE,
Argo CD,Trial,Platforms,TRUE,FALSE,FALSE,
Crowdin,Trial,Platforms,FALSE,TRUE,FALSE,
eBPF,Trial,Platforms,TRUE,FALSE,FALSE,
Firebase,Trial,Platforms,TRUE,FALSE,FALSE,
Hot Chocolate,Trial,Platforms,FALSE,TRUE,FALSE,
Hydra ,Trial,Platforms,FALSE,TRUE,FALSE,
OpenTelemetry,Trial,Platforms,FALSE,FALSE,FALSE,
Snowflake ,Trial,Platforms,FALSE,TRUE,FALSE,
Anthos,Assess,Platforms,TRUE,FALSE,FALSE,
Apache Pulsar,Assess,Platforms,TRUE,FALSE,FALSE,
Cosmos,Assess,Platforms,TRUE,FALSE,FALSE,
Google BigQuery ML ,Assess,Platforms,TRUE,FALSE,FALSE,
JupyterLab ,Assess,Platforms,TRUE,FALSE,FALSE,
Marquez,Assess,Platforms,TRUE,FALSE,FALSE,
Matomo,Assess,Platforms,TRUE,FALSE,FALSE,
MeiliSearch,Assess,Platforms,TRUE,FALSE,FALSE,
Stratos,Assess,Platforms,TRUE,FALSE,FALSE,
Trillian ,Assess,Platforms,TRUE,FALSE,FALSE,
Node overload,Hold,Platforms,TRUE,FALSE,FALSE,
Cypress,Adopt,Tools,FALSE,FALSE,FALSE,
Figma,Adopt,Tools,FALSE,TRUE,FALSE,
Dojo ,Trial,Tools,TRUE,FALSE,FALSE,
DVC ,Trial,Tools,TRUE,FALSE,FALSE,
Experiment tracking tools for machine learning ,Trial,Tools,FALSE,FALSE,FALSE,
Goss ,Trial,Tools,TRUE,FALSE,FALSE,
Jaeger ,Trial,Tools,FALSE,TRUE,FALSE,
k9s ,Trial,Tools,TRUE,FALSE,FALSE,
kind ,Trial,Tools,TRUE,FALSE,FALSE,
mkcert ,Trial,Tools,TRUE,FALSE,FALSE,
MURAL ,Trial,Tools,TRUE,FALSE,FALSE,
Open Policy Agent (OPA) ,Trial,Tools,FALSE,TRUE,FALSE,
Optimal Workshop ,Trial,Tools,FALSE,TRUE,FALSE,
Phrase ,Trial,Tools,TRUE,FALSE,FALSE,
ScoutSuite ,Trial,Tools,FALSE,TRUE,FALSE,
Visual regression testing tools ,Trial,Tools,FALSE,FALSE,FALSE,
Visual Studio Live Share ,Trial,Tools,FALSE,FALSE,FALSE,
Apache Superset,Assess,Tools,TRUE,FALSE,FALSE,
AsyncAPI,Assess,Tools,TRUE,FALSE,FALSE,
ConfigCat,Assess,Tools,TRUE,FALSE,FALSE,
Gitpod ,Assess,Tools,TRUE,FALSE,FALSE,
Gloo,Assess,Tools,TRUE,FALSE,FALSE,
Lens,Assess,Tools,TRUE,FALSE,FALSE,
Manifold,Assess,Tools,TRUE,FALSE,FALSE,
Sizzy,Assess,Tools,TRUE,FALSE,FALSE,
Snowpack ,Assess,Tools,TRUE,FALSE,FALSE,
tfsec,Assess,Tools,TRUE,FALSE,FALSE,
React Hooks,Adopt,languages-and-frameworks,FALSE,TRUE,FALSE,
React Testing Library,Adopt,languages-and-frameworks,FALSE,TRUE,FALSE,
Vue.js,Adopt,languages-and-frameworks,FALSE,TRUE,FALSE,
CSS-in-JS,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
Exposed,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
GraphQL Inspector,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
Karate,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
Koin,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
NestJS,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
PyTorch,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
Rust,Trial,languages-and-frameworks,FALSE,FALSE,FALSE,
Sarama,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
SwiftUI ,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
Clinic.js Bubbleprof,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Deequ,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
ERNIE,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
MediaPipe ,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Tailwind CSS,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Tamer,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Wire,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
XState ,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Enzyme ,Hold,languages-and-frameworks,FALSE,FALSE,FALSE,
,,,,,,
