name,ring,quadrant,isNew,description
Container security scanning,Adopt,Techniques,TRUE,
Data integrity at the origin,Adopt,Techniques,TRUE,
Micro frontends,Adopt,Techniques,FALSE,
Pipelines for infrastructure as code,Adopt,Techniques,TRUE,
Run cost as architecture fitness function,Adopt,Techniques,TRUE,
Testing using real device ,Adopt,Techniques,TRUE,
Automated machine learning (AutoML),Trial,Techniques,TRUE,
Binary attestation,Trial,Techniques,TRUE,
Continuous delivery for machine learning (CD4ML),Trial,Techniques,FALSE,
Data discoverability,Trial,Techniques,TRUE,
Dependency drift fitness function,Trial,Techniques,TRUE,
Design systems,Trial,Techniques,TRUE,
Experiment tracking tools for machine learning,Trial,Techniques,TRUE,
Explainability as a first-class model selection criterion,Trial,Techniques,TRUE,
Security policy as code,Trial,Techniques,TRUE,
Sidecars for endpoint security,Trial,Techniques,TRUE,
Zhong Tai ,Trial,Techniques,TRUE,
BERT,Assess,Techniques,TRUE,
Data mesh,Assess,Techniques,TRUE,
Ethical bias testing,Assess,Techniques,TRUE,
Federated learning,Assess,Techniques,TRUE,
JAMstack,Assess,Techniques,TRUE,
Privacy-preserving record linkage (PPRL) using Bloom filter,Assess,Techniques,TRUE,
Semi-supervised learning loops ,Assess,Techniques,TRUE,
10x engineers,Hold,Techniques,TRUE,
Front-end integration via artifact,Hold,Techniques,TRUE,
Lambda pinball,Hold,Techniques,TRUE,
Legacy migration feature parity ,Hold,Techniques,TRUE,
Apache Flink,Trial,Platforms,TRUE,
Apollo Auto,Trial,Platforms,TRUE,
GCP Pub/Sub,Trial,Platforms,TRUE,
Mongoose,Trial,Platforms,TRUE,
ROS,Trial,Platforms,TRUE,
AWS Cloud Development Kit,Assess,Platforms,TRUE,
Azure DevOps,Assess,Platforms,FALSE,
Azure Pipelines,Assess,Platforms,TRUE,
Crowdin ,Assess,Platforms,TRUE,
Crux,Assess,Platforms,TRUE,
Delta Lake,Assess,Platforms,TRUE,
Fission,Assess,Platforms,TRUE,
FoundationDB,Assess,Platforms,TRUE,
GraalVM,Assess,Platforms,TRUE,
Hydra,Assess,Platforms,TRUE,
Kuma,Assess,Platforms,TRUE,
MicroK8s,Assess,Platforms,TRUE,
Oculus Quest,Assess,Platforms,TRUE,
ONNX,Assess,Platforms,TRUE,
Rootless containers,Assess,Platforms,TRUE,
Snowflake,Assess,Platforms,TRUE,
Teleport ,Assess,Platforms,TRUE,
Commitizen,Adopt,Tools,TRUE,
ESLint,Adopt,Tools,TRUE,
React Styleguidist ,Adopt,Tools,TRUE,
Bitrise,Trial,Tools,TRUE,
Dependabot,Trial,Tools,TRUE,
Detekt,Trial,Tools,TRUE,
Figma,Trial,Tools,TRUE,
Jib,Trial,Tools,TRUE,
Loki,Trial,Tools,TRUE,
Trivy,Trial,Tools,TRUE,
Twistlock,Trial,Tools,TRUE,
Yocto Project ,Trial,Tools,TRUE,
Aplas,Assess,Tools,TRUE,
asdf-vm,Assess,Tools,TRUE,
AWSume,Assess,Tools,TRUE,
dbt,Assess,Tools,TRUE,
Docker Notary,Assess,Tools,TRUE,
Facets,Assess,Tools,TRUE,
Falco,Assess,Tools,TRUE,
in-toto,Assess,Tools,TRUE,
Kubeflow,Assess,Tools,TRUE,
MemGuard,Assess,Tools,TRUE,
Open Policy Agent (OPA),Assess,Tools,TRUE,
Pumba,Assess,Tools,TRUE,
Skaffold,Assess,Tools,TRUE,
What-If Tool ,Assess,Tools,TRUE,
Azure Data Factory for orchestration ,Hold,Tools,TRUE,
Arrow,Trial,languages-and-frameworks,TRUE,
Flutter,Trial,languages-and-frameworks,TRUE,
jest-when,Trial,languages-and-frameworks,TRUE,
Micronaut,Trial,languages-and-frameworks,TRUE,
React Hooks,Trial,languages-and-frameworks,TRUE,
React Testing Library,Trial,languages-and-frameworks,TRUE,
Styled components,Trial,languages-and-frameworks,TRUE,
Tensorflow,Trial,languages-and-frameworks,TRUE,
Fairseq,Assess,languages-and-frameworks,TRUE,
Flair,Assess,languages-and-frameworks,TRUE,
Gatsby.js,Assess,languages-and-frameworks,TRUE,
GraphQL,Assess,languages-and-frameworks,FALSE,
KotlinTest,Assess,languages-and-frameworks,TRUE,
NestJS,Assess,languages-and-frameworks,TRUE,
Paged.js,Assess,languages-and-frameworks,TRUE,
Quarkus,Assess,languages-and-frameworks,TRUE,
SwiftUI,Assess,languages-and-frameworks,TRUE,
Testcontainers ,Assess,languages-and-frameworks,TRUE,
Enzyme ,Hold,languages-and-frameworks,TRUE,
