name,ring,quadrant,isNew,description
Event Storming ,Adopt,Techniques,FALSE,
1% canary,Trial,Techniques,TRUE,
Bounded Buy,Trial,Techniques,TRUE,
Crypto shredding,Trial,Techniques,TRUE,
Four key metrics,Trial,Techniques,TRUE,
Multi-account cloud setup,Trial,Techniques,TRUE,
Observability as code,Trial,Techniques,TRUE,
Risk-commensurate vendor strategy,Trial,Techniques,TRUE,
Run cost as architecture fitness function,Trial,Techniques,TRUE,
Secrets as a service,Trial,Techniques,TRUE,
Security Chaos Engineering,Trial,Techniques,FALSE,
Versioning data for reproducible analytics ,Trial,Techniques,TRUE,
Chaos Katas,Assess,Techniques,TRUE,
Distroless Docker images,Assess,Techniques,TRUE,
Incremental delivery with COTS,Assess,Techniques,TRUE,
Infrastructure configuration scanner,Assess,Techniques,FALSE,
Pre-commit downstream build checks,Assess,Techniques,TRUE,
Service mesh ,Assess,Techniques,FALSE,
"Handcranking" of Hadoop clusters using config management tools ,Hold,Techniques,TRUE,
Generic cloud usage ,Hold,Techniques,FALSE,
Layered microservices architecture ,Hold,Techniques,TRUE,
Master data management ,Hold,Techniques,TRUE,
Microservice envy ,Hold,Techniques,FALSE,
Request-response events in user-facing workflows ,Hold,Techniques,TRUE,
RPA ,Hold,Techniques,TRUE,
Apache Atlas,Trial,Platforms,TRUE,
AWS,Trial,Platforms,FALSE,
Azure,Trial,Platforms,FALSE,
Contentful,Trial,Platforms,FALSE,
Google Cloud Platform,Trial,Platforms,FALSE,
Shared VPC,Trial,Platforms,TRUE,
TICK Stack ,Trial,Platforms,FALSE,
Azure DevOps,Assess,Platforms,TRUE,
CockroachDB,Assess,Platforms,TRUE,
Debezium,Assess,Platforms,TRUE,
Glitch,Assess,Platforms,TRUE,
Google Cloud Dataflow,Assess,Platforms,TRUE,
gVisor,Assess,Platforms,TRUE,
IPFS,Assess,Platforms,TRUE,
Istio,Assess,Platforms,TRUE,
Knative,Assess,Platforms,TRUE,
Pulumi,Assess,Platforms,TRUE,
Quorum,Assess,Platforms,TRUE,
Resin.io,Assess,Platforms,TRUE,
Rook,Assess,Platforms,TRUE,
SPIFFE ,Assess,Platforms,TRUE,
Data-hungry packages,Hold,Platforms,TRUE,
Low-code platforms,Hold,Platforms,TRUE,
acs-engine,Trial,Tools,TRUE,
Archery,Trial,Tools,TRUE,
ArchUnit,Trial,Tools,FALSE,
Cypress ,Trial,Tools,FALSE,
git-secrets,Trial,Tools,TRUE,
Headless Firefox,Trial,Tools,FALSE,
LocalStack ,Trial,Tools,TRUE,
Mermaid ,Trial,Tools,TRUE,
Prettier ,Trial,Tools,TRUE,
Rider ,Trial,Tools,TRUE,
Snyk,Trial,Tools,TRUE,
UI dev environments,Trial,Tools,TRUE,
Visual Studio Code,Trial,Tools,FALSE,
VS Live Share ,Trial,Tools,TRUE,
Bitrise,Assess,Tools,TRUE,
Codefresh,Assess,Tools,TRUE,
Grafeas,Assess,Tools,TRUE,
Heptio Ark,Assess,Tools,TRUE,
Jaeger,Assess,Tools,TRUE,
kube-bench,Assess,Tools,TRUE,
Ocelot,Assess,Tools,TRUE,
Optimal Workshop ,Assess,Tools,TRUE,
Stanford CoreNLP,Assess,Tools,TRUE,
Terragrunt,Assess,Tools,TRUE,
TestCafe,Assess,Tools,TRUE,
Traefik,Assess,Tools,TRUE,
Wallaby.js ,Assess,Tools,TRUE,
Jepsen,Trial,languages-and-frameworks,FALSE,
MMKV ,Trial,languages-and-frameworks,TRUE,
MockK,Trial,languages-and-frameworks,TRUE,
TypeScript,Trial,languages-and-frameworks,FALSE,
Apache Beam,Assess,languages-and-frameworks,TRUE,
Camunda,Assess,languages-and-frameworks,TRUE,
Flutter,Assess,languages-and-frameworks,FALSE,
Ktor ,Assess,languages-and-frameworks,TRUE,
Nameko,Assess,languages-and-frameworks,TRUE,
Polly.js,Assess,languages-and-frameworks,TRUE,
PredictionIO,Assess,languages-and-frameworks,TRUE,
Puppeteer,Assess,languages-and-frameworks,TRUE,
Q#,Assess,languages-and-frameworks,TRUE,
SAFE stack,Assess,languages-and-frameworks,TRUE,
Spek,Assess,languages-and-frameworks,TRUE,
troposphere,Assess,languages-and-frameworks,FALSE,
WebAssembly,Assess,languages-and-frameworks,FALSE,
WebFlux,Assess,languages-and-frameworks,TRUE,
