name,ring,quadrant,isNew,description
Capturing client-side JavaScript errors,Adopt,Techniques,TRUE,
Continuous delivery for mobile devices,Adopt,Techniques,TRUE,
Mobile testing on mobile networks,Adopt,Techniques,TRUE,
Segregated DOM plus node for JS Testing,Adopt,Techniques,TRUE,
Windows infrastructure automation,Adopt,Techniques,TRUE,
Capture domain events explicitly,Trial,Techniques,TRUE,
Client and server rendering with same code,Trial,Techniques,TRUE,
HTML5 storage instead of cookies,Trial,Techniques,FALSE,
Instrument all the things,Trial,Techniques,TRUE,
Masterless Chef/Puppet,Trial,Techniques,TRUE,
Micro-services,Trial,Techniques,TRUE,
Perimeterless enterprise,Trial,Techniques,TRUE,
Provisioning testing,Trial,Techniques,TRUE,
Structured logging,Assess,Techniques,TRUE,
Bridging physical and digital worlds with simple hardware,Assess,Techniques,TRUE,
Collaborative analytics and data science,Assess,Techniques,FALSE,
Datensparsamkeit,Assess,Techniques,TRUE,
Development environments in the cloud,Assess,Techniques,FALSE,
Focus on mean time to recovery,Assess,Techniques,FALSE,
Machine image as a build artifact,Assess,Techniques,FALSE,
Tangible interaction,Assess,Techniques,TRUE,
Cloud lift and shift,Hold,Techniques,TRUE,
Ignoring OWASP Top 10,Hold,Techniques,TRUE,
Siloed metrics,Hold,Techniques,TRUE,
Velocity as productivity,Hold,Techniques,TRUE,
Elastic Search,Adopt,Platforms,FALSE,
MongoDB,Adopt,Platforms,FALSE,
Neo4J,Adopt,Platforms,FALSE,
Node.js,Adopt,Platforms,TRUE,
Redis,Adopt,Platforms,FALSE,
SMS and USSD as a UI,Adopt,Platforms,FALSE,
Hadoop 2.0,Trial,Platforms,FALSE,
Hadoop as a service,Trial,Platforms,TRUE,
OpenStack,Trial,Platforms,TRUE,
PostgreSQL for NoSQL,Trial,Platforms,TRUE,
Vumi,Trial,Platforms,TRUE,
Akka,Assess,Platforms,TRUE,
Backend as a service,Assess,Platforms,TRUE,
Low-cost robotics,Assess,Platforms,TRUE,
PhoneGap/Apache Cordova,Assess,Platforms,FALSE,
Private Clouds,Assess,Platforms,TRUE,
SPDY,Assess,Platforms,TRUE,
Storm,Assess,Platforms,TRUE,
Web Components standard,Assess,Platforms,TRUE,
Big enterprise solutions,Hold,Platforms,FALSE,
CMS as a platform,Hold,Platforms,TRUE,
Enterprise Data Warehouse,Hold,Platforms,TRUE,
D3,Adopt,Tools,TRUE,
Dependency management for JavaScript,Adopt,Tools,FALSE,
Ansible,Trial,Tools,TRUE,
Calabash,Trial,Tools,TRUE,
Chaos Monkey,Trial,Tools,TRUE,
Gatling,Trial,Tools,FALSE,
Grunt.js,Trial,Tools,TRUE,
Hystrix,Trial,Tools,TRUE,
Icon fonts,Trial,Tools,TRUE,
Librarian-puppet and Librarian-Chef,Trial,Tools,FALSE,
Logstash & Graylog2,Trial,Tools,FALSE,
Moco,Trial,Tools,TRUE,
PhantomJS,Trial,Tools,FALSE,
Prototype On Paper,Trial,Tools,TRUE,
SnapCI,Trial,Tools,TRUE,
Snowplow Analytics & Piwik,Trial,Tools,TRUE,
Cloud-init,Assess,Tools,TRUE,
Docker,Assess,Tools,TRUE,
Octopus,Assess,Tools,FALSE,
Sensu,Assess,Tools,TRUE,
Travis for OSX/iOS,Assess,Tools,TRUE,
Visual regression testing tools,Assess,Tools,TRUE,
Xamarin,Assess,Tools,TRUE,
Ant,Hold,Tools,TRUE,
Heavyweight test tools,Hold,Tools,FALSE,
TFS,Hold,Tools,FALSE,
Clojure,Adopt,languages-and-frameworks,FALSE,
Dropwizard,Adopt,languages-and-frameworks,TRUE,
"Scala, the good parts",Adopt,languages-and-frameworks,FALSE,
Sinatra,Adopt,languages-and-frameworks,FALSE,
CoffeeScript,Trial,languages-and-frameworks,FALSE,
Go language,Trial,languages-and-frameworks,TRUE,
Hive,Trial,languages-and-frameworks,TRUE,
Play Framework 2,Trial,languages-and-frameworks,FALSE,
Reactive Extensions across languages,Trial,languages-and-frameworks,TRUE,
Web API,Trial,languages-and-frameworks,TRUE,
Elixir,Assess,languages-and-frameworks,TRUE,
Julia,Assess,languages-and-frameworks,TRUE,
Nancy,Assess,languages-and-frameworks,FALSE,
OWIN,Assess,languages-and-frameworks,FALSE,
Pester,Assess,languages-and-frameworks,TRUE,
Pointer Events,Assess,languages-and-frameworks,TRUE,
Python 3,Assess,languages-and-frameworks,TRUE,
TypeScript,Assess,languages-and-frameworks,TRUE,
Yeoman,Assess,languages-and-frameworks,TRUE,
Handwritten CSS,Hold,languages-and-frameworks,FALSE,
JSF,Hold,languages-and-frameworks,TRUE,
