name,ring,quadrant,isNew,description
Consumer-driven contract testing,Adopt,Techniques,FALSE,
Pipelines as code,Adopt,Techniques,TRUE,
Threat Modeling,Adopt,Techniques,FALSE,
APIs as a product,Trial,Techniques,TRUE,
Bug bounties,Trial,Techniques,FALSE,
Data Lake,Trial,Techniques,FALSE,
Hosting PII data in the EU,Trial,Techniques,FALSE,
Lightweight Architecture Decision Records,Trial,Techniques,TRUE,
Reactive architectures,Trial,Techniques,FALSE,
Serverless architecture,Trial,Techniques,FALSE,
Client-directed query,Assess,Techniques,TRUE,
Container security scanning,Assess,Techniques,TRUE,
Content Security Policies,Assess,Techniques,FALSE,
Differential privacy,Assess,Techniques,TRUE,
Micro frontends,Assess,Techniques,TRUE,
OWASP ASVS,Assess,Techniques,FALSE,
Unikernels,Assess,Techniques,FALSE,
VR beyond gaming,Assess,Techniques,FALSE,
A single CI instance for all teams,Hold,Techniques,FALSE,
Anemic REST,Hold,Techniques,TRUE,
Big Data envy,Hold,Techniques,FALSE,
Cloud lift and shift,Hold,Techniques,FALSE,
Docker,Adopt,Platforms,FALSE,
HSTS,Adopt,Platforms,FALSE,
Linux security modules,Adopt,Platforms,FALSE,
Apache Mesos,Trial,Platforms,FALSE,
Auth0,Trial,Platforms,TRUE,
AWS Lambda,Trial,Platforms,FALSE,
Kubernetes,Trial,Platforms,FALSE,
Pivotal Cloud Foundry,Trial,Platforms,FALSE,
Rancher,Trial,Platforms,FALSE,
Realm,Trial,Platforms,FALSE,
Unity beyond gaming,Trial,Platforms,TRUE,
.NET Core,Assess,Platforms,FALSE,
Amazon API Gateway,Assess,Platforms,FALSE,
Apache Flink,Assess,Platforms,FALSE,
AWS Application Load Balancer,Assess,Platforms,TRUE,
Cassandra carefully,Assess,Platforms,TRUE,
Electron,Assess,Platforms,TRUE,
Ethereum,Assess,Platforms,TRUE,
HoloLens,Assess,Platforms,TRUE,
IndiaStack,Assess,Platforms,TRUE,
Nomad,Assess,Platforms,FALSE,
Nuance Mix,Assess,Platforms,TRUE,
OpenVR,Assess,Platforms,TRUE,
Tarantool,Assess,Platforms,TRUE,
wit.ai,Assess,Platforms,TRUE,
CMS as a paltform,Hold,Platforms,FALSE,
Overambitious API gateway,Hold,Platforms,FALSE,
Superficial private cloud,Hold,Platforms,FALSE,
Babel,Adopt,Tools,TRUE,
Consul,Adopt,Tools,FALSE,
Grafana,Adopt,Tools,TRUE,
Packer,Adopt,Tools,FALSE,
Apache Kafka,Trial,Tools,FALSE,
Espresso,Trial,Tools,FALSE,
fastlane,Trial,Tools,TRUE,
Galen,Trial,Tools,TRUE,
HashiCorp Vault,Trial,Tools,FALSE,
JSONassert,Trial,Tools,TRUE,
Let's Encrypt,Trial,Tools,FALSE,
Load Impact,Trial,Tools,FALSE,
OWASP Dependency-Check,Trial,Tools,FALSE,
Pa11y,Trial,Tools,TRUE,
Serverspec,Trial,Tools,FALSE,
Talisman,Trial,Tools,TRUE,
Terraform,Trial,Tools,FALSE,
tmate,Trial,Tools,TRUE,
Webpack,Trial,Tools,FALSE,
Zipkin,Trial,Tools,FALSE,
Android-x86,Assess,Tools,TRUE,
axios,Assess,Tools,TRUE,
Bottled Water,Assess,Tools,TRUE,
Clojure.spec,Assess,Tools,TRUE,
FBSnapshotTestcase,Assess,Tools,TRUE,
Grasp,Assess,Tools,FALSE,
LambdaCD,Assess,Tools,FALSE,
Pinpoint,Assess,Tools,FALSE,
Pitest,Assess,Tools,FALSE,
Repsheet,Assess,Tools,FALSE,
Scikit-learn,Assess,Tools,TRUE,
Jenkins as a deployment pipeline,Hold,Tools,FALSE,
Ember.js,Adopt,languages-and-frameworks,FALSE,
React.js,Adopt,languages-and-frameworks,FALSE,
Redux,Adopt,languages-and-frameworks,FALSE,
Spring Boot,Adopt,languages-and-frameworks,FALSE,
Butterknife,Trial,languages-and-frameworks,FALSE,
Dagger,Trial,languages-and-frameworks,FALSE,
Dapper,Trial,languages-and-frameworks,FALSE,
Elixir,Trial,languages-and-frameworks,FALSE,
Enzyme,Trial,languages-and-frameworks,TRUE,
Immutable.js,Trial,languages-and-frameworks,FALSE,
Phoenix,Trial,languages-and-frameworks,TRUE,
Quick and Nimble,Trial,languages-and-frameworks,TRUE,
React Native,Trial,languages-and-frameworks,FALSE,
Robolectric,Trial,languages-and-frameworks,FALSE,
Aurelia,Assess,languages-and-frameworks,FALSE,
ECMAScript 2017,Assess,languages-and-frameworks,TRUE,
Elm,Assess,languages-and-frameworks,FALSE,
GraphQL,Assess,languages-and-frameworks,FALSE,
JuMP,Assess,languages-and-frameworks,TRUE,
Physical Web,Assess,languages-and-frameworks,TRUE,
Rapidoid,Assess,languages-and-frameworks,TRUE,
Recharts,Assess,languages-and-frameworks,FALSE,
ReSwift,Assess,languages-and-frameworks,TRUE,
Three.js,Assess,languages-and-frameworks,TRUE,
Vue.js,Assess,languages-and-frameworks,TRUE,
WebRTC,Assess,languages-and-frameworks,TRUE,
AngularJS,Hold,languages-and-frameworks,FALSE,
JSPatch,Hold,languages-and-frameworks,FALSE,
