name,ring,quadrant,isNew,description
Forward Secrecy,Adopt,Techniques,TRUE,
Segregated DOM plus node for JS Testing,Adopt,Techniques,FALSE,
Capture domain events explicitly,Trial,Techniques,FALSE,
Development environments in the cloud,Trial,Techniques,FALSE,
Event Sourcing,Trial,Techniques,TRUE,
Focus on mean time to recovery,Trial,Techniques,FALSE,
Humane registry,Trial,Techniques,TRUE,
Inverse Conway Maneuver,Trial,Techniques,TRUE,
Living CSS Style Guides,Trial,Techniques,TRUE,
Machine image as a build artifact,Trial,Techniques,FALSE,
Masterless Chef/Puppet,Trial,Techniques,FALSE,
Perimeterless enterprise,Trial,Techniques,TRUE,
Provisioning testing,Trial,Techniques,FALSE,
Real user monitoring,Trial,Techniques,FALSE,
REST without PUT,Trial,Techniques,TRUE,
Structured logging,Trial,Techniques,FALSE,
Tailored Service Template,Trial,Techniques,TRUE,
Bridging physical and digital worlds with simple hardware,Assess,Techniques,FALSE,
Datensparsamkeit,Assess,Techniques,FALSE,
Machine image pipelines,Assess,Techniques,TRUE,
Pace-layered Application Strategy,Assess,Techniques,TRUE,
Property-based unit testing,Assess,Techniques,TRUE,
Tangible interaction,Assess,Techniques,FALSE,
Cloud lift and shift,Hold,Techniques,FALSE,
DevOps as a team,Hold,Techniques,TRUE,
Ignoring OWASP Top 10,Hold,Techniques,FALSE,
Testing as a separate organization,Hold,Techniques,TRUE,
Velocity as productivity,Hold,Techniques,FALSE,
Hadoop 2.0,Adopt,Platforms,FALSE,
Vumi,Adopt,Platforms,FALSE,
iBeacon,Trial,Platforms,TRUE,
PostgreSQL for NoSQL,Trial,Platforms,FALSE,
Private Clouds,Trial,Platforms,FALSE,
ARM Server SoC,Assess,Platforms,TRUE,
CoAP,Assess,Platforms,TRUE,
DigitalOcean,Assess,Platforms,TRUE,
Espruino,Assess,Platforms,TRUE,
EventStore,Assess,Platforms,TRUE,
Low-cost robotics,Assess,Platforms,FALSE,
Mapbox,Assess,Platforms,TRUE,
OpenID Connect,Assess,Platforms,TRUE,
SPDY,Assess,Platforms,FALSE,
Storm,Assess,Platforms,FALSE,
TOTP Two-Factor Authentication,Assess,Platforms,TRUE,
Web Components standard,Assess,Platforms,FALSE,
Big enterprise solutions,Hold,Platforms,FALSE,
CMS as a platform,Hold,Platforms,FALSE,
Enterprise Data Warehouse,Hold,Platforms,FALSE,
OSGi,Hold,Platforms,TRUE,
Ansible,Adopt,Tools,FALSE,
Dependency management for JavaScript,Adopt,Tools,FALSE,
CartoDB,Trial,Tools,TRUE,
Chaos Monkey,Trial,Tools,FALSE,
Docker,Trial,Tools,FALSE,
Flyway,Trial,Tools,TRUE,
Foreman,Trial,Tools,TRUE,
GenyMotion,Trial,Tools,TRUE,
Go CD,Trial,Tools,TRUE,
Grunt.js,Trial,Tools,FALSE,
Gulp,Trial,Tools,TRUE,
Moco,Trial,Tools,FALSE,
Packer,Trial,Tools,TRUE,
Pact & Pacto,Trial,Tools,TRUE,
Prototype On Paper,Trial,Tools,FALSE,
Protractor for AngularJS,Trial,Tools,TRUE,
SnapCI,Trial,Tools,FALSE,
Snowplow Analytics & Piwik,Trial,Tools,FALSE,
Visual regression testing tools,Trial,Tools,FALSE,
Appium,Assess,Tools,TRUE,
Consul,Assess,Tools,TRUE,
Flume,Assess,Tools,TRUE,
Hosted solutions for testing iOS,Assess,Tools,FALSE,
leaflet.js,Assess,Tools,TRUE,
Mountebank,Assess,Tools,TRUE,
Papertrail,Assess,Tools,TRUE,
Roslyn,Assess,Tools,TRUE,
Spark,Assess,Tools,TRUE,
Swagger,Assess,Tools,TRUE,
Xamarin,Assess,Tools,FALSE,
Ant,Hold,Tools,FALSE,
TFS,Hold,Tools,FALSE,
Dropwizard,Adopt,languages-and-frameworks,FALSE,
Go language,Adopt,languages-and-frameworks,FALSE,
Java 8,Adopt,languages-and-frameworks,TRUE,
Reactive Extensions across languages,Adopt,languages-and-frameworks,FALSE,
"Scala, the good parts",Adopt,languages-and-frameworks,FALSE,
AngularJS,Trial,languages-and-frameworks,TRUE,
Core Async,Trial,languages-and-frameworks,TRUE,
HAL,Trial,languages-and-frameworks,TRUE,
Hive,Trial,languages-and-frameworks,FALSE,
Nancy,Trial,languages-and-frameworks,FALSE,
Pester,Trial,languages-and-frameworks,FALSE,
Play Framework 2,Trial,languages-and-frameworks,FALSE,
Q & Bluebird,Trial,languages-and-frameworks,TRUE,
R as Compute Platform,Trial,languages-and-frameworks,TRUE,
Elm,Assess,languages-and-frameworks,TRUE,
Julia,Assess,languages-and-frameworks,FALSE,
Om,Assess,languages-and-frameworks,TRUE,
Pointer Events,Assess,languages-and-frameworks,FALSE,
Python 3,Assess,languages-and-frameworks,FALSE,
Rust,Assess,languages-and-frameworks,TRUE,
Spray/akka-http,Assess,languages-and-frameworks,TRUE,
Spring Boot,Assess,languages-and-frameworks,TRUE,
TypeScript,Assess,languages-and-frameworks,FALSE,
Wolfram Language,Assess,languages-and-frameworks,TRUE,
Handwritten CSS,Hold,languages-and-frameworks,FALSE,
JSF,Hold,languages-and-frameworks,FALSE,
