name,ring,quadrant,isNew,description
Four key metrics,Adopt,Techniques,FALSE,
Micro frontends,Adopt,Techniques,FALSE,
Opinionated and automated code formatting,Adopt,Techniques,FALSE,
Polyglot programming,Adopt,Techniques,FALSE,
Secrets as a service ,Adopt,Techniques,FALSE,
Chaos Engineering,Trial,Techniques,TRUE,
Container security scanning,Trial,Techniques,FALSE,
Continuous delivery for machine learning (CD4ML) models,Trial,Techniques,FALSE,
Crypto shredding,Trial,Techniques,TRUE,
Infrastructure configuration scanner,Trial,Techniques,FALSE,
Service mesh ,Trial,Techniques,FALSE,
Ethical OS,Assess,Techniques,FALSE,
Smart contracts,Assess,Techniques,FALSE,
Transfer learning for NLP,Assess,Techniques,FALSE,
Wardley mapping ,Assess,Techniques,FALSE,
Productionizing Jupyter Notebooks,Hold,Techniques,FALSE,
Puncturing encapsulation with change data capture,Hold,Techniques,FALSE,
Release train ,Hold,Techniques,FALSE,
Templating in YAML ,Hold,Techniques,FALSE,
Contentful ,Adopt,Platforms,FALSE,
AWS Fargate,Trial,Platforms,FALSE,
EVM beyond Ethereum,Trial,Platforms,FALSE,
InfluxDB,Trial,Platforms,FALSE,
Istio,Trial,Platforms,FALSE,
Kafka Streams,Trial,Platforms,FALSE,
Nomad ,Trial,Platforms,FALSE,
CloudEvents,Assess,Platforms,FALSE,
Cloudflare Workers,Assess,Platforms,FALSE,
Deno,Assess,Platforms,FALSE,
Hot Chocolate,Assess,Platforms,FALSE,
Knative,Assess,Platforms,TRUE,
MinIO,Assess,Platforms,FALSE,
Prophet,Assess,Platforms,FALSE,
Quorum,Assess,Platforms,TRUE,
SPIFFE,Assess,Platforms,TRUE,
Tendermint,Assess,Platforms,FALSE,
TimescaleDB ,Assess,Platforms,FALSE,
Cypress,Adopt,Tools,FALSE,
Jupyter,Adopt,Tools,FALSE,
LocalStack,Adopt,Tools,FALSE,
Terraform,Adopt,Tools,FALSE,
UI dev environments ,Adopt,Tools,FALSE,
AnyStatus,Trial,Tools,FALSE,
AVA,Trial,Tools,FALSE,
batect,Trial,Tools,FALSE,
Elasticsearch LTR ,Trial,Tools,FALSE,
Helm,Trial,Tools,FALSE,
InSpec,Trial,Tools,FALSE,
Lottie,Trial,Tools,FALSE,
Stolon,Trial,Tools,FALSE,
TestCafe,Trial,Tools,FALSE,
Traefik,Trial,Tools,FALSE,
Anka,Assess,Tools,FALSE,
Cage,Assess,Tools,FALSE,
Cilium,Assess,Tools,FALSE,
Detekt,Assess,Tools,FALSE,
Flagr,Assess,Tools,FALSE,
Gremlin,Assess,Tools,FALSE,
Honeycomb ,Assess,Tools,FALSE,
Humio,Assess,Tools,FALSE,
Kubernetes Operators,Assess,Tools,FALSE,
OpenAPM,Assess,Tools,FALSE,
Systems,Assess,Tools,FALSE,
Taurus ,Assess,Tools,FALSE,
Terraform provider GoCD ,Assess,Tools,FALSE,
Terratest,Assess,Tools,FALSE,
Handwritten CloudFormation ,Hold,Tools,FALSE,
Apollo,Adopt,languages-and-frameworks,FALSE,
MockK,Adopt,languages-and-frameworks,FALSE,
TypeScript,Adopt,languages-and-frameworks,FALSE,
Apache Beam,Trial,languages-and-frameworks,FALSE,
Formik,Trial,languages-and-frameworks,FALSE,
HiveRunner ,Trial,languages-and-frameworks,FALSE,
joi,Trial,languages-and-frameworks,FALSE,
Ktor,Trial,languages-and-frameworks,FALSE,
Laconia,Trial,languages-and-frameworks,FALSE,
Puppeteer,Trial,languages-and-frameworks,FALSE,
Reactor,Trial,languages-and-frameworks,FALSE,
Resilience4j,Trial,languages-and-frameworks,FALSE,
Room,Trial,languages-and-frameworks,FALSE,
Rust,Trial,languages-and-frameworks,FALSE,
WebFlux ,Trial,languages-and-frameworks,FALSE,
Aeron,Assess,languages-and-frameworks,FALSE,
Arrow,Assess,languages-and-frameworks,FALSE,
Chaos Toolkit,Assess,languages-and-frameworks,FALSE,
Dask,Assess,languages-and-frameworks,FALSE,
Embark,Assess,languages-and-frameworks,FALSE,
fastai,Assess,languages-and-frameworks,FALSE,
http4k,Assess,languages-and-frameworks,FALSE,
Immer,Assess,languages-and-frameworks,FALSE,
Karate,Assess,languages-and-frameworks,FALSE,
Micronaut,Assess,languages-and-frameworks,FALSE,
Next.js,Assess,languages-and-frameworks,FALSE,
Pose,Assess,languages-and-frameworks,FALSE,
react-testing-library,Assess,languages-and-frameworks,FALSE,
ReasonML,Assess,languages-and-frameworks,FALSE,
Taiko,Assess,languages-and-frameworks,FALSE,
Vapor ,Assess,languages-and-frameworks,FALSE,
