name,ring,quadrant,isNew,description
Consumer-driven contract testing,Adopt,Techniques,TRUE,
Focus on mean time to recovery,Adopt,Techniques,FALSE,
Generated infrastructure diagrams,Adopt,Techniques,TRUE,
Structured logging,Adopt,Techniques,FALSE,
Canary builds,Trial,Techniques,FALSE,
Datensparsamkeit,Trial,Techniques,FALSE,
Local storage sync,Trial,Techniques,FALSE,
NoPSD,Trial,Techniques,FALSE,
Offline first web applications,Trial,Techniques,TRUE,
Products over projects,Trial,Techniques,TRUE,
Threat Modeling,Trial,Techniques,TRUE,
Append-only data store,Assess,Techniques,FALSE,
Blockchain beyond bitcoin,Assess,Techniques,FALSE,
Enterprise Data Lake,Assess,Techniques,FALSE,
Flux,Assess,Techniques,TRUE,
Git based CMS/Git for non-code,Assess,Techniques,TRUE,
Phoenix Environments,Assess,Techniques,TRUE,
Reactive Architectures,Assess,Techniques,TRUE,
Long lived branches with Gitflow,Hold,Techniques,FALSE,
Microservice envy,Hold,Techniques,FALSE,
Programming in your CI/CD tool,Hold,Techniques,FALSE,
SAFe,Hold,Techniques,FALSE,
Security sandwich,Hold,Techniques,FALSE,
Separate DevOps team,Hold,Techniques,FALSE,
Apache Spark,Trial,Platforms,FALSE,
Cloudera Impala,Trial,Platforms,TRUE,
DigitalOcean,Trial,Platforms,FALSE,
TOTP Two-Factor Authentication,Trial,Platforms,FALSE,
Apache Kylin,Assess,Platforms,TRUE,
Apache Mesos,Assess,Platforms,FALSE,
CoreCLR and CoreFX,Assess,Platforms,TRUE,
CoreOS,Assess,Platforms,FALSE,
Deis,Assess,Platforms,TRUE,
H2O,Assess,Platforms,TRUE,
Jackrabbit Oak,Assess,Platforms,FALSE,
Linux security modules,Assess,Platforms,FALSE,
MariaDB,Assess,Platforms,FALSE,
Netflix OSS Full stack,Assess,Platforms,FALSE,
OpenAM,Assess,Platforms,FALSE,
SDN,Assess,Platforms,FALSE,
Spark Photon/Spark Electron,Assess,Platforms,TRUE,
Text it as a service / Rapidpro.io,Assess,Platforms,FALSE,
Time series databases,Assess,Platforms,TRUE,
U2F,Assess,Platforms,FALSE,
Application Servers,Hold,Platforms,TRUE,
OSGi,Hold,Platforms,FALSE,
SPDY,Hold,Platforms,TRUE,
Composer,Adopt,Tools,FALSE,
Go CD,Adopt,Tools,FALSE,
Mountebank,Adopt,Tools,FALSE,
Postman,Adopt,Tools,FALSE,
Boot2docker,Trial,Tools,FALSE,
Brighter,Trial,Tools,TRUE,
Consul,Trial,Tools,FALSE,
Cursive,Trial,Tools,FALSE,
GitLab,Trial,Tools,FALSE,
Hamms,Trial,Tools,TRUE,
IndexedDB,Trial,Tools,FALSE,
Polly,Trial,Tools,TRUE,
REST-assured,Trial,Tools,TRUE,
Swagger,Trial,Tools,FALSE,
Xamarin,Trial,Tools,FALSE,
ZAP,Trial,Tools,TRUE,
Apache Kafka,Assess,Tools,TRUE,
Blackbox,Assess,Tools,FALSE,
Bokeh/Vega,Assess,Tools,TRUE,
Gor,Assess,Tools,TRUE,
NaCI,Assess,Tools,TRUE,
Origami,Assess,Tools,TRUE,
Packetbeat,Assess,Tools,FALSE,
pdfmake,Assess,Tools,TRUE,
PlantUML,Assess,Tools,TRUE,
Prometheus,Assess,Tools,TRUE,
Quick,Assess,Tools,TRUE,
Security Monkey,Assess,Tools,TRUE,
Citrix for development,Hold,Tools,FALSE,
Nancy,Adopt,languages-and-frameworks,FALSE,
Dashing,Trial,languages-and-frameworks,FALSE,
Django REST,Trial,languages-and-frameworks,FALSE,
Ionic Framework,Trial,languages-and-frameworks,FALSE,
Nashorn,Trial,languages-and-frameworks,FALSE,
Om,Trial,languages-and-frameworks,FALSE,
React.js,Trial,languages-and-frameworks,FALSE,
Retrofit,Trial,languages-and-frameworks,FALSE,
Spring Boot,Trial,languages-and-frameworks,FALSE,
Ember.js,Assess,languages-and-frameworks,TRUE,
Flight.js,Assess,languages-and-frameworks,FALSE,
Haskell Hadoop library,Assess,languages-and-frameworks,FALSE,
Lotus,Assess,languages-and-frameworks,FALSE,
Reagent,Assess,languages-and-frameworks,FALSE,
Swift,Assess,languages-and-frameworks,FALSE,
JSF,Hold,languages-and-frameworks,FALSE,
